EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,,,,,,,,,,,
5381616,RICHMOND (STATEN IS.) (ZONE), ,1/15/2004,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,74,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",107,,,,,,,,,,,,,,,,,,,,,,,
5381614,ORANGE (ZONE), ,1/15/2004,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,67,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",108,,,,,,,,,,,,,,,,,,,,,,,
5381618,QUEENS (ZONE), ,1/15/2004,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,76,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",109,,,,,,,,,,,,,,,,,,,,,,,
5381620,NORTHWEST SUFFOLK (ZONE), ,1/15/2004,800,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,78,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",110,,,,,,,,,,,,,,,,,,,,,,,
5381621,SOUTHWEST SUFFOLK (ZONE), ,1/15/2004,800,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,80,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",111,,,,,,,,,,,,,,,,,,,,,,,
5381619,NASSAU (ZONE), ,1/15/2004,800,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,77,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",112,,,,,,,,,,,,,,,,,,,,,,,
5381623,SOUTHEAST SUFFOLK (ZONE), ,1/15/2004,900,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,81,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",113,,,,,,,,,,,,,,,,,,,,,,,
5381622,NORTHEAST SUFFOLK (ZONE), ,1/15/2004,900,Heavy Snow, , ,0,0,0,0,NY,EST, ,1165465,Z,79,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
With an arctic air mass in place, as a strong Alberta clipper moved south of Long Island, heavy snow occurred across parts of the region.  Light snow developed during Wednesday evening, January 14th.  It became heavy at times, mainly between midnight and 8 am on Thursday, January 15th.  The Storm Total Snowfall amounts ranged from around 6 to 8 inches, as follows:

In Orange County, amounts ranged from 5.0 inches at Montgomery, Cornwall-On-The-Hudson, and New Windsor to 7.4 inches at Chester.

In the Bronx, 7.0 inches was measured at Riverdale.  In extreme Southern Westchester County, snowfall ranged from 6.0 inches at Bronxville to 6.5 inches at Yonkers.

In Manhattan, snowfall amounts ranged from 5.2 inches at Bryant Park to 5.7 inches at the Central Park Zoo.

In Staten Island, snowfall amounts ranged from 5.8 inches at Grasmere to 6.4 inches at Eltingville.

In Brooklyn, snowfall amounts ranged from 5.7 inches at Graves End to 6.3 inches at Brooklyn.

In Queens, amounts ranged from 5.8 inches at John F. Kennedy Airport to 7.0 inches at Far Rockaway.  At LaGuardia Airport, 6.8 inches was measured.

In Nassau County, amounts ranged from 5.5 inches at Lynbrook to 7.0 inches at Farmingdale and West Hempstead.

In Suffolk County, most snowfall amounts ranged from 5.0 inches at Islip Airport, Islip Hamlet, and Manorville to 8.1 inches at Selden.",114,,,,,,,,,,,,,,,,,,,,,,,
5384574,CATTARAUGUS (ZONE), ,1/19/2004,905,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1166003,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,The lake effect event began the afternoon of the 18th in a cold northwest flow. The snow bands continued and oscillated down wind of Lakes Erie and Ontario for nearly 60 hours. Snowfalls of up to 17 were reported off both lakes. Off Lake Erie," 17"" was recorded at Ellicottville; 13"" at Perrysburg; 12"" at South Dayton and Stockton; and 8"" at Dunkirk. Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5384691,CHAUTAUQUA (ZONE), ,1/19/2004,1830,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1166003,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,The lake effect event began the afternoon of the 18th in a cold northwest flow. The snow bands continued and oscillated down wind of Lakes Erie and Ontario for nearly 60 hours. Snowfalls of up to 17 were reported off both lakes. Off Lake Erie," 17"" was recorded at Ellicottville; 13"" at Perrysburg; 12"" at South Dayton and Stockton; and 8"" at Dunkirk. Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5384692,NORTHERN CAYUGA (ZONE), ,1/19/2004,1912,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1166003,Z,5,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,The lake effect event began the afternoon of the 18th in a cold northwest flow. The snow bands continued and oscillated down wind of Lakes Erie and Ontario for nearly 60 hours. Snowfalls of up to 17 were reported off both lakes. Off Lake Erie," 17"" was recorded at Ellicottville; 13"" at Perrysburg; 12"" at South Dayton and Stockton; and 8"" at Dunkirk. Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5384693,WAYNE (ZONE), ,1/19/2004,2200,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1166003,Z,4,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,The lake effect event began the afternoon of the 18th in a cold northwest flow. The snow bands continued and oscillated down wind of Lakes Erie and Ontario for nearly 60 hours. Snowfalls of up to 17 were reported off both lakes. Off Lake Erie," 17"" was recorded at Ellicottville; 13"" at Perrysburg; 12"" at South Dayton and Stockton; and 8"" at Dunkirk. Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5384694,MONROE (ZONE), ,1/20/2004,800,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1166003,Z,3,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,The lake effect event began the afternoon of the 18th in a cold northwest flow. The snow bands continued and oscillated down wind of Lakes Erie and Ontario for nearly 60 hours. Snowfalls of up to 17 were reported off both lakes. Off Lake Erie," 17"" was recorded at Ellicottville; 13"" at Perrysburg; 12"" at South Dayton and Stockton; and 8"" at Dunkirk. Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5384695,GENESEE (ZONE), ,1/20/2004,1045,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1166003,Z,11,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,The lake effect event began the afternoon of the 18th in a cold northwest flow. The snow bands continued and oscillated down wind of Lakes Erie and Ontario for nearly 60 hours. Snowfalls of up to 17 were reported off both lakes. Off Lake Erie," 17"" was recorded at Ellicottville; 13"" at Perrysburg; 12"" at South Dayton and Stockton; and 8"" at Dunkirk. Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5384696,CHAUTAUQUA (ZONE), ,1/22/2004,800,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1166004,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic front crossed the area and lake effect snow bands developed in the northwest flow. Off Lake Erie, snow fall amounts were less than 10--primarily due to the ice cover on the lake. Off Lake Ontario"," the activity was more intense with a distinct connection to the upper Great Lakes. Snow fell at the rate of four to five inches an hour from Fair Haven to Fulton at times Thursday night and early Friday morning (22nd-23rd). Reported snowfall amounts included: 36"" at Fair Haven and Hannibal; 33"" at Fulton; 29"" at West Monroe; 26"" at Minetto; 24"" at Wolcott; 21"" at Constantia; and 18"" at Cato.""",,,,,,,,,,,,,,,,,,,,,,,
5384697,ERIE (ZONE), ,1/22/2004,1358,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1166004,Z,10,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic front crossed the area and lake effect snow bands developed in the northwest flow. Off Lake Erie, snow fall amounts were less than 10--primarily due to the ice cover on the lake. Off Lake Ontario"," the activity was more intense with a distinct connection to the upper Great Lakes. Snow fell at the rate of four to five inches an hour from Fair Haven to Fulton at times Thursday night and early Friday morning (22nd-23rd). Reported snowfall amounts included: 36"" at Fair Haven and Hannibal; 33"" at Fulton; 29"" at West Monroe; 26"" at Minetto; 24"" at Wolcott; 21"" at Constantia; and 18"" at Cato.""",,,,,,,,,,,,,,,,,,,,,,,
5384698,LEWIS (ZONE), ,1/22/2004,1535,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1166004,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic front crossed the area and lake effect snow bands developed in the northwest flow. Off Lake Erie, snow fall amounts were less than 10--primarily due to the ice cover on the lake. Off Lake Ontario"," the activity was more intense with a distinct connection to the upper Great Lakes. Snow fell at the rate of four to five inches an hour from Fair Haven to Fulton at times Thursday night and early Friday morning (22nd-23rd). Reported snowfall amounts included: 36"" at Fair Haven and Hannibal; 33"" at Fulton; 29"" at West Monroe; 26"" at Minetto; 24"" at Wolcott; 21"" at Constantia; and 18"" at Cato.""",,,,,,,,,,,,,,,,,,,,,,,
5382217,SOUTHERN HERKIMER (ZONE), ,1/22/2004,1600,Heavy Snow, , ,0,0,0,0,NY,EST, ,1164872,Z,38,ALY,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,"Intense low pressure, over the Canadian Maritimes drove arctic air across Lake Ontario on January 22. Due to a steep adiabatic lapse rate and persistently westerly fetch off the lake, a plume of heavy lake effect snow fell across the Mohawk Valley from the afternoon of the January 22 through early on the 23rd. The result was 7 inches of snow reported in the town of Poland, Herkimer County. Other areas to the west of this town might have received locally more. The snow was accompanied by wind, which produced blowing and drifting of the snow making travel very dangerous in places.",,124,,,,,,,,,,,,,,,,,,,,,,,
5384699,OSWEGO (ZONE), ,1/22/2004,1840,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1166004,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic front crossed the area and lake effect snow bands developed in the northwest flow. Off Lake Erie, snow fall amounts were less than 10--primarily due to the ice cover on the lake. Off Lake Ontario"," the activity was more intense with a distinct connection to the upper Great Lakes. Snow fell at the rate of four to five inches an hour from Fair Haven to Fulton at times Thursday night and early Friday morning (22nd-23rd). Reported snowfall amounts included: 36"" at Fair Haven and Hannibal; 33"" at Fulton; 29"" at West Monroe; 26"" at Minetto; 24"" at Wolcott; 21"" at Constantia; and 18"" at Cato.""",,,,,,,,,,,,,,,,,,,,,,,
5382953,NORTHERN ONEIDA (ZONE), ,1/22/2004,2000,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1165849,Z,9,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A cold front passed through the region midday on the 22nd bringing another round of Arctic air to central New York.  This bitter cold air created more lake effect snow off the east end of Lake Ontario.  The snow was best organized and most intense the night of the 22nd into the 23rd.  Snowfall rates were 1 to 2 inches per hour.  The main west to east snow band started across northern Oneida County before slowly moving south into southern Oneida, Madison, and Onondaga Counties during the evening.  The lake effect snow band continued into the 23rd before becoming less intense late morning on the 23rd.  Snowfall amounts were mostly 6 to 12 inches across northern Onondaga County, northern Madison County, and much of Oneida County.  Some higher amounts of around 20 inches were isolated across extreme northern Onondaga, and northern and western Oneida Counties.",126,,,,,,,,,,,,,,,,,,,,,,,
5382955,ONONDAGA (ZONE), ,1/23/2004,0,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1165849,Z,18,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A cold front passed through the region midday on the 22nd bringing another round of Arctic air to central New York.  This bitter cold air created more lake effect snow off the east end of Lake Ontario.  The snow was best organized and most intense the night of the 22nd into the 23rd.  Snowfall rates were 1 to 2 inches per hour.  The main west to east snow band started across northern Oneida County before slowly moving south into southern Oneida, Madison, and Onondaga Counties during the evening.  The lake effect snow band continued into the 23rd before becoming less intense late morning on the 23rd.  Snowfall amounts were mostly 6 to 12 inches across northern Onondaga County, northern Madison County, and much of Oneida County.  Some higher amounts of around 20 inches were isolated across extreme northern Onondaga, and northern and western Oneida Counties.",127,,,,,,,,,,,,,,,,,,,,,,,
5382956,SOUTHERN ONEIDA (ZONE), ,1/23/2004,0,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1165849,Z,37,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A cold front passed through the region midday on the 22nd bringing another round of Arctic air to central New York.  This bitter cold air created more lake effect snow off the east end of Lake Ontario.  The snow was best organized and most intense the night of the 22nd into the 23rd.  Snowfall rates were 1 to 2 inches per hour.  The main west to east snow band started across northern Oneida County before slowly moving south into southern Oneida, Madison, and Onondaga Counties during the evening.  The lake effect snow band continued into the 23rd before becoming less intense late morning on the 23rd.  Snowfall amounts were mostly 6 to 12 inches across northern Onondaga County, northern Madison County, and much of Oneida County.  Some higher amounts of around 20 inches were isolated across extreme northern Onondaga, and northern and western Oneida Counties.",128,,,,,,,,,,,,,,,,,,,,,,,
5382954,MADISON (ZONE), ,1/23/2004,600,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1165849,Z,36,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A cold front passed through the region midday on the 22nd bringing another round of Arctic air to central New York.  This bitter cold air created more lake effect snow off the east end of Lake Ontario.  The snow was best organized and most intense the night of the 22nd into the 23rd.  Snowfall rates were 1 to 2 inches per hour.  The main west to east snow band started across northern Oneida County before slowly moving south into southern Oneida, Madison, and Onondaga Counties during the evening.  The lake effect snow band continued into the 23rd before becoming less intense late morning on the 23rd.  Snowfall amounts were mostly 6 to 12 inches across northern Onondaga County, northern Madison County, and much of Oneida County.  Some higher amounts of around 20 inches were isolated across extreme northern Onondaga, and northern and western Oneida Counties.",129,,,,,,,,,,,,,,,,,,,,,,,
5384700,NORTHERN CAYUGA (ZONE), ,1/23/2004,655,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1166004,Z,5,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic front crossed the area and lake effect snow bands developed in the northwest flow. Off Lake Erie, snow fall amounts were less than 10--primarily due to the ice cover on the lake. Off Lake Ontario"," the activity was more intense with a distinct connection to the upper Great Lakes. Snow fell at the rate of four to five inches an hour from Fair Haven to Fulton at times Thursday night and early Friday morning (22nd-23rd). Reported snowfall amounts included: 36"" at Fair Haven and Hannibal; 33"" at Fulton; 29"" at West Monroe; 26"" at Minetto; 24"" at Wolcott; 21"" at Constantia; and 18"" at Cato.""",,,,,,,,,,,,,,,,,,,,,,,
5382944,CHENANGO (ZONE), ,1/27/2004,2200,Heavy Snow, , ,0,0,50000,0,NY,EST, ,1165847,Z,45,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A low pressure system moved northeast into the Ohio Valley early on the 27th.  Another low pressure system developed on the east coast later that day then moved northeast to the New England coast.  Snow ahead of the initial low became heavy the afternoon of the 27th.  The snow tapered off to snow showers the morning of the 28th.  Snowfall amounts were 6 to 10 inches with a few higher amounts.,131,,,,,,,,,,,,,,,,,,,,,,,
5382947,OTSEGO (ZONE), ,1/27/2004,2200,Heavy Snow, , ,0,0,50000,0,NY,EST, ,1165847,Z,46,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A low pressure system moved northeast into the Ohio Valley early on the 27th.  Another low pressure system developed on the east coast later that day then moved northeast to the New England coast.  Snow ahead of the initial low became heavy the afternoon of the 27th.  The snow tapered off to snow showers the morning of the 28th.  Snowfall amounts were 6 to 10 inches with a few higher amounts.,132,,,,,,,,,,,,,,,,,,,,,,,
5382946,DELAWARE (ZONE), ,1/27/2004,2200,Heavy Snow, , ,0,0,50000,0,NY,EST, ,1165847,Z,57,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A low pressure system moved northeast into the Ohio Valley early on the 27th.  Another low pressure system developed on the east coast later that day then moved northeast to the New England coast.  Snow ahead of the initial low became heavy the afternoon of the 27th.  The snow tapered off to snow showers the morning of the 28th.  Snowfall amounts were 6 to 10 inches with a few higher amounts.,133,,,,,,,,,,,,,,,,,,,,,,,
5382945,CORTLAND (ZONE), ,1/27/2004,2300,Heavy Snow, , ,0,0,50000,0,NY,EST, ,1165847,Z,44,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A low pressure system moved northeast into the Ohio Valley early on the 27th.  Another low pressure system developed on the east coast later that day then moved northeast to the New England coast.  Snow ahead of the initial low became heavy the afternoon of the 27th.  The snow tapered off to snow showers the morning of the 28th.  Snowfall amounts were 6 to 10 inches with a few higher amounts.,134,,,,,,,,,,,,,,,,,,,,,,,
5382943,BROOME (ZONE), ,1/27/2004,2300,Heavy Snow, , ,0,0,50000,0,NY,EST, ,1165847,Z,56,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A low pressure system moved northeast into the Ohio Valley early on the 27th.  Another low pressure system developed on the east coast later that day then moved northeast to the New England coast.  Snow ahead of the initial low became heavy the afternoon of the 27th.  The snow tapered off to snow showers the morning of the 28th.  Snowfall amounts were 6 to 10 inches with a few higher amounts.,135,,,,,,,,,,,,,,,,,,,,,,,
