EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,,,,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,
14300,NORTHERN SARATOGA (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,41,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",151,,,
14295,SOUTHERN HERKIMER (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,38,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",152,,,
14294,NORTHERN HERKIMER (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,32,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",153,,,
14308,EASTERN ALBANY (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,52,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",154,,,
14303,SCHOHARIE (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,47,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",155,,,
14311,WESTERN GREENE (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,58,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",156,,,
14310,EASTERN RENSSELAER (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,54,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",157,,,
14302,NORTHERN WASHINGTON (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,43,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",158,,,
14305,EASTERN SCHENECTADY (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,49,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",159,,,
14315,SOUTHEAST WARREN (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,83,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",160,,,
14304,WESTERN SCHENECTADY (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,48,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",161,,,
14299,MONTGOMERY (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,40,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",162,,,
14298,SOUTHERN FULTON (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,39,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",163,,,
14314,SOUTHERN WASHINGTON (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,84,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",164,,,
14307,WESTERN ALBANY (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,51,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",165,,,
14306,SOUTHERN SARATOGA (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,50,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",166,,,
14301,NORTHERN WARREN (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,42,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",167,,,
14297,NORTHERN FULTON (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,82,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",168,,,
14296,HAMILTON (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,33,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",169,,,
14309,WESTERN RENSSELAER (ZONE), ,2/13/2007,2200,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,2772,Z,53,ALY,0,0,Trained Spotter,,,, , , , , , , , , ,,"A low pressure system developed over the lower Mississippi Valley on Tuesday February 13th, and then tracked northeast, reaching the mid Atlantic coast by Wednesday morning on February 14th, while intensifying. The storm continued to strengthen during the day on February 14th, before moving off the New England coast by Wednesday night.|The storm spread a swath of very heavy snowfall across eastern New York and western New England, which started during the late evening hours of Tuesday, and tapered off late Wednesday night.|Snowfall amounts ranged from 1 to 3 feet across the hardest hit areas of New York State, which included the Schoharie Valley, western Mohawk Valley, and southern Adirondacks.  Amounts as high as 40 to 42 inches occurred in portions of western Montgomery County and southern Herkimer County. Slightly lower amounts occurred across the lower mid Hudson Valley, where sleet mixed in with the snow.|This storm significantly impacted travel and commerce across the region from Wednesday through Thursday, as many schools and businesses were closed.  Many roadways became impassable by Wednesday afternoon.|In addition, in Wappingers Falls in western Dutchess County, a roof collapse occurred due to the weight of heavy sleet and snow accumulation on a structure.  Although 20 people were displaced, there were no reports of injuries.|Strong winds also created near blizzard conditions at times during Wednesday afternoon and evening.",170,,,
17375,EASTERN CLINTON (ZONE), ,2/14/2007,300,Heavy Snow, , ,0,0,100000,0,NY,EST-5, ,2658,Z,28,BTV,0,0,Trained Spotter,,,, , , , , , , , , ,,"Low pressure developed across the lower Mississippi river valley on the morning of the 13th and moved into the central Appalachians by the early morning hours of the 14th. During the early morning hours of the 14th, a coastal low quickly developed near the Delmarva peninsula and rapidly intensified, as it moved northeast across southeast Massachusetts and into the Gulf of Maine by the evening of the 14th.|Snow overspread the region during the early morning hours of the 14th and fell heavy at times, with snowfall rates of 2 to 3 inches per hour during the mid afternoon into the early evening hours before dissipating before midnight. In addition to the heavy snowfall, brisk winds of 15 to 25 mph caused near whiteout conditions at times along with considerable blowing and drifting of the snow, making roads nearly impassable and blocking heating system vents. Further, temperatures in the single numbers above zero combined with these brisk winds created wind chill values of 10 degrees below zero or colder. States of Emergencies were declared in Essex and Clinton counties. There were several indirect related injuries due to vehicle accidents, cardiac arrest from snow removal, as well as carbon monoxide poisoning due to blocked ventilations.|Snowfall totals ranged from 15 inches in the Adirondacks of St. Lawrence and Franklin counties to nearly 40 inches in the Adirondacks of southern Essex county with 20 to 30 inches across much of the Champlain valley. Some specific snowfall totals included; 15 inches in Edwards (St. Lawrence), 16 inches in Ellenburg Depot (Clinton), Paul Smiths and Saranac Lake (Franklin), 20 inches in Plattsburgh (Clinton), 21 inches in Tupper Lake (Franklin), 23 inches in AuSable Forks (Essex), 26 inches in Newcomb (Essex), 27 inches in Mineville (Essex) and Peru (Clinton), 30 inches in Moriah (Essex) with 38 inches in Minerva (Essex).",171,,,
17378,SOUTHERN FRANKLIN (ZONE), ,2/14/2007,300,Heavy Snow, , ,0,0,25000,0,NY,EST-5, ,2658,Z,30,BTV,0,0,Trained Spotter,,,, , , , , , , , , ,,"Low pressure developed across the lower Mississippi river valley on the morning of the 13th and moved into the central Appalachians by the early morning hours of the 14th. During the early morning hours of the 14th, a coastal low quickly developed near the Delmarva peninsula and rapidly intensified, as it moved northeast across southeast Massachusetts and into the Gulf of Maine by the evening of the 14th.|Snow overspread the region during the early morning hours of the 14th and fell heavy at times, with snowfall rates of 2 to 3 inches per hour during the mid afternoon into the early evening hours before dissipating before midnight. In addition to the heavy snowfall, brisk winds of 15 to 25 mph caused near whiteout conditions at times along with considerable blowing and drifting of the snow, making roads nearly impassable and blocking heating system vents. Further, temperatures in the single numbers above zero combined with these brisk winds created wind chill values of 10 degrees below zero or colder. States of Emergencies were declared in Essex and Clinton counties. There were several indirect related injuries due to vehicle accidents, cardiac arrest from snow removal, as well as carbon monoxide poisoning due to blocked ventilations.|Snowfall totals ranged from 15 inches in the Adirondacks of St. Lawrence and Franklin counties to nearly 40 inches in the Adirondacks of southern Essex county with 20 to 30 inches across much of the Champlain valley. Some specific snowfall totals included; 15 inches in Edwards (St. Lawrence), 16 inches in Ellenburg Depot (Clinton), Paul Smiths and Saranac Lake (Franklin), 20 inches in Plattsburgh (Clinton), 21 inches in Tupper Lake (Franklin), 23 inches in AuSable Forks (Essex), 26 inches in Newcomb (Essex), 27 inches in Mineville (Essex) and Peru (Clinton), 30 inches in Moriah (Essex) with 38 inches in Minerva (Essex).",172,,,
