EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,,,,,
5130699,TOMPKINS (ZONE), ,1/30/2000,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090839,Z,25,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure organized over the North Carolina coast Sunday evening the 30th and tracked north up the eastern seaboard to southern New England by Monday morning the 31th. The low moved into the Canadian Maritimes by Monday evening. Heavy snow spread into the western Catskills Sunday evening and into central New York state during the early morning hours Monday. The snow tapered off during the late morning and early afternoon hours Monday across the area.  Snowfall rates reached up to 2 inches per hour at times over the western Catskills where the highest snowfall amounts occurred.  Snowfall totals ranged from 12 to 18 inches across the western Catskills, to between 6 and 12 inches across the Susquehanna region of New York. The western Mohawk Valley, central Southern Tier, and Finger Lakes region of central New York saw between 3 and 8 inches of snowfall. This snowstorm concluded a very snowy month in the Susquehanna Region and Western Catskills. At the Binghamton Regional Airport, 36.3 inches of snow fell in the month of January which was the 5th snowiest January on record.",120,,,,,,,,,,,,,,,,,
5130694,SOUTHERN CAYUGA (ZONE), ,1/30/2000,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090839,Z,17,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure organized over the North Carolina coast Sunday evening the 30th and tracked north up the eastern seaboard to southern New England by Monday morning the 31th. The low moved into the Canadian Maritimes by Monday evening. Heavy snow spread into the western Catskills Sunday evening and into central New York state during the early morning hours Monday. The snow tapered off during the late morning and early afternoon hours Monday across the area.  Snowfall rates reached up to 2 inches per hour at times over the western Catskills where the highest snowfall amounts occurred.  Snowfall totals ranged from 12 to 18 inches across the western Catskills, to between 6 and 12 inches across the Susquehanna region of New York. The western Mohawk Valley, central Southern Tier, and Finger Lakes region of central New York saw between 3 and 8 inches of snowfall. This snowstorm concluded a very snowy month in the Susquehanna Region and Western Catskills. At the Binghamton Regional Airport, 36.3 inches of snow fell in the month of January which was the 5th snowiest January on record.",121,,,,,,,,,,,,,,,,,
5127568,ORANGE (ZONE), ,1/31/2000,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2414733,Z,67,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
As a low pressure system moved north along the coast, it spread heavy snow north across Western Orange County on Sunday, January 30th.    Snow began around 6:30 pm and by the time it ended around 2:30 am, 6.5 inches was measured by a NWS Cooperative Observer in Port Jervis.  Because freezing rain mixed with snow across the eastern part of the county, snowfall amounts were limited from 3 to 5 inches.  (Four inches was measured at Tuxedo.)",122,,,,,,,,,,,,,,,,,
5135035,OSWEGO (ZONE), ,2/1/2000,300,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1091511,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A north to northwest flow of cold air crossing the Great Lakes and Georgian Bay resulted in lake effect snowbands. Snow  totals between six and ten inches were reported, including a large portion of the Rochester Metro area. Specific reports included: 9 at Sandy Creek and 8 inches at Springville", Castorland,,,,,,,,,,,,,,,,,
5135036,LEWIS (ZONE), ,2/1/2000,755,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1091511,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A north to northwest flow of cold air crossing the Great Lakes and Georgian Bay resulted in lake effect snowbands. Snow  totals between six and ten inches were reported, including a large portion of the Rochester Metro area. Specific reports included: 9 at Sandy Creek and 8 inches at Springville", Castorland,,,,,,,,,,,,,,,,,
5134945,ERIE (ZONE), ,2/1/2000,1350,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1091511,Z,10,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A north to northwest flow of cold air crossing the Great Lakes and Georgian Bay resulted in lake effect snowbands. Snow  totals between six and ten inches were reported, including a large portion of the Rochester Metro area. Specific reports included: 9 at Sandy Creek and 8 inches at Springville", Castorland,,,,,,,,,,,,,,,,,
5135122,CHENANGO (ZONE), ,2/1/2000,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091830,Z,45,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A northwest flow of arctic air behind a cold front produced bands of lake effect snow and heavy snow squalls southeast of Lake Ontario. Total snowfall generally ranged from 4 to 8 inches.,126,,,,,,,,,,,,,,,,,
5135123,CORTLAND (ZONE), ,2/1/2000,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091830,Z,44,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A northwest flow of arctic air behind a cold front produced bands of lake effect snow and heavy snow squalls southeast of Lake Ontario. Total snowfall generally ranged from 4 to 8 inches.,127,,,,,,,,,,,,,,,,,
5135126,SOUTHERN CAYUGA (ZONE), ,2/1/2000,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091830,Z,17,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A northwest flow of arctic air behind a cold front produced bands of lake effect snow and heavy snow squalls southeast of Lake Ontario. Total snowfall generally ranged from 4 to 8 inches.,128,,,,,,,,,,,,,,,,,
5135125,ONONDAGA (ZONE), ,2/1/2000,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091830,Z,18,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A northwest flow of arctic air behind a cold front produced bands of lake effect snow and heavy snow squalls southeast of Lake Ontario. Total snowfall generally ranged from 4 to 8 inches.,129,,,,,,,,,,,,,,,,,
5135124,MADISON (ZONE), ,2/1/2000,2200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091830,Z,36,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,A northwest flow of arctic air behind a cold front produced bands of lake effect snow and heavy snow squalls southeast of Lake Ontario. Total snowfall generally ranged from 4 to 8 inches.,130,,,,,,,,,,,,,,,,,
5135037,WAYNE (ZONE), ,2/2/2000,950,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1091511,Z,4,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A north to northwest flow of cold air crossing the Great Lakes and Georgian Bay resulted in lake effect snowbands. Snow  totals between six and ten inches were reported, including a large portion of the Rochester Metro area. Specific reports included: 9 at Sandy Creek and 8 inches at Springville", Castorland,,,,,,,,,,,,,,,,,
5135038,MONROE (ZONE), ,2/2/2000,1100,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091511,Z,3,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A north to northwest flow of cold air crossing the Great Lakes and Georgian Bay resulted in lake effect snowbands. Snow  totals between six and ten inches were reported, including a large portion of the Rochester Metro area. Specific reports included: 9 at Sandy Creek and 8 inches at Springville", Castorland,,,,,,,,,,,,,,,,,
5135039,LEWIS (ZONE), ,2/5/2000,2030,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1091512,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Synoptic snows fell across the entire region however over the higher elevations of the Tug Hill Plateau, snow amounts reaches six to ten inches.",133,,,,,,,,,,,,,,,,,
5135151,NORTHERN ONEIDA (ZONE), ,2/13/2000,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091833,Z,9,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A strengthening storm system moved out of the Ohio Valley on Sunday the 13th and then tracked across northern Pennsylvania early on the 14th. The cold air was deeper across northern Oneida county, causing the precipitation to fall almost entirely in the form of snow. Total snow accumulations were 7 to 10 inches.",134,,,,,,,,,,,,,,,,,
5135040,CATTARAUGUS (ZONE), ,2/14/2000,1805,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",135,,,,,,,,,,,,,,,,,
5135041,ALLEGANY (ZONE), ,2/14/2000,1900,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,21,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",136,,,,,,,,,,,,,,,,,
5135043,JEFFERSON (ZONE), ,2/14/2000,2000,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,7,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",137,,,,,,,,,,,,,,,,,
5135042,NORTHERN CAYUGA (ZONE), ,2/14/2000,2000,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,5,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",138,,,,,,,,,,,,,,,,,
5135044,OSWEGO (ZONE), ,2/14/2000,2015,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",139,,,,,,,,,,,,,,,,,
5135045,ERIE (ZONE), ,2/14/2000,2100,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,10,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",140,,,,,,,,,,,,,,,,,
5135046,CHAUTAUQUA (ZONE), ,2/14/2000,2100,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",141,,,,,,,,,,,,,,,,,
5135047,ORLEANS (ZONE), ,2/14/2000,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,2,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",142,,,,,,,,,,,,,,,,,
5135049,LEWIS (ZONE), ,2/14/2000,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",143,,,,,,,,,,,,,,,,,
5135048,NIAGARA (ZONE), ,2/14/2000,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,1,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",144,,,,,,,,,,,,,,,,,
5135050,LIVINGSTON (ZONE), ,2/14/2000,2230,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,13,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",145,,,,,,,,,,,,,,,,,
5135051,ONTARIO (ZONE), ,2/14/2000,2230,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,14,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",146,,,,,,,,,,,,,,,,,
5135052,WAYNE (ZONE), ,2/14/2000,2300,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,4,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",147,,,,,,,,,,,,,,,,,
5135054,WYOMING (ZONE), ,2/14/2000,2300,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,12,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",148,,,,,,,,,,,,,,,,,
5135053,GENESEE (ZONE), ,2/14/2000,2300,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,11,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",149,,,,,,,,,,,,,,,,,
5135055,MONROE (ZONE), ,2/14/2000,2315,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1091513,Z,3,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across the Ohio Valley and Pennsylvania spreading a wintry mix of snow, sleet and freezing rain across the area. Snowfall amounts of four to eight inches in addition to 1/4 to 1/2 inch ice were common across the Niagara Frontier, Western Southern Tier and Western Finger Lakes Region. East of Lake Ontario, ice accumulations were less however snowfall amounts were closer to ten inches.",150,,,,,,,,,,,,,,,,,
5135085,SOUTHERN ST. LAWRENCE (ZONE), ,2/16/2000,200,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1091819,Z,29,BTV,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A storm system moved from the northern Great Lakes Tuesday evening, February 15th then into northern New York early Wednesday and then into northern Maine late Wednesday. Snow accumulations across the area was generally around 7 inches. Wanakena in St Lawrence county reported 7.9 inches of snow.",151,,,,,,,,,,,,,,,,,
5133765,SENECA (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,16,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",152,,,,,,,,,,,,,,,,,
5135244,CORTLAND (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,44,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",153,,,,,,,,,,,,,,,,,
5133764,SCHUYLER (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,23,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",154,,,,,,,,,,,,,,,,,
5133763,OTSEGO (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,46,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",155,,,,,,,,,,,,,,,,,
5133762,ONONDAGA (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,18,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",156,,,,,,,,,,,,,,,,,
5133761,NORTHERN ONEIDA (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,9,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",157,,,,,,,,,,,,,,,,,
5133772,YATES (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,15,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",158,,,,,,,,,,,,,,,,,
5133770,TIOGA (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,55,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",159,,,,,,,,,,,,,,,,,
5133771,TOMPKINS (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,25,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",160,,,,,,,,,,,,,,,,,
5133767,SOUTHERN ONEIDA (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,37,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",161,,,,,,,,,,,,,,,,,
5133769,SULLIVAN (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,62,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",162,,,,,,,,,,,,,,,,,
5135245,DELAWARE (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,57,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",163,,,,,,,,,,,,,,,,,
5135246,MADISON (ZONE), ,2/18/2000,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1091834,Z,36,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system moved out of the Ohio Valley on Friday the 18th spreading snow into central New York. The low then tracked across southern Pennsylvania Friday night, before weakening on Saturday the 19th. In most places, the snow began to mix with or change over to freezing rain and sleet after midnight on the 19th, adding a coating of ice to the snowpack. The heaviest snow (5 to 10 inches) fell over the Finger Lakes, western Mohawk Valley, Susquehanna Region and northern Oneida county. Slightly lesser amounts of 4 to 8 inches were found over the Central Southern Tier and Western Catskills. Many motor vehicle accidents were reported throughout the area, but most were minor. Schools were once again closed in some of the districts due to the inclement weather.",164,,,,,,,,,,,,,,,,,
