EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,,,,,,,,,,
5626384,WAYNE (ZONE), ,12/30/1997,700,Heavy Snow, , ,0,0,25000,0,NY,EST, ,2071122,Z,4,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",98,,,,,,,,,,,,,,,,,,,,,,
5626385,LEWIS (ZONE), ,12/30/1997,715,Heavy Snow, , ,0,0,20000,0,NY,EST, ,2071122,Z,8,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",99,,,,,,,,,,,,,,,,,,,,,,
5626387,WYOMING (ZONE), ,12/30/1997,1230,Heavy Snow, , ,0,0,12000,0,NY,EST, ,2071122,Z,12,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",100,,,,,,,,,,,,,,,,,,,,,,
5626386,JEFFERSON (ZONE), ,12/30/1997,1230,Heavy Snow, , ,0,0,20000,0,NY,EST, ,2071122,Z,7,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",101,,,,,,,,,,,,,,,,,,,,,,
5626388,NORTHERN CAYUGA (ZONE), ,12/30/1997,1528,Heavy Snow, , ,0,0,25000,0,NY,EST, ,2071122,Z,5,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",102,,,,,,,,,,,,,,,,,,,,,,
5626389,ONTARIO (ZONE), ,12/30/1997,1800,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2071122,Z,14,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",103,,,,,,,,,,,,,,,,,,,,,,
5626390,MONROE (ZONE), ,12/30/1997,1900,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2071122,Z,3,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",104,,,,,,,,,,,,,,,,,,,,,,
5626391,CATTARAUGUS (ZONE), ,12/30/1997,1925,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2071122,Z,20,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",105,,,,,,,,,,,,,,,,,,,,,,
5626392,LIVINGSTON (ZONE), ,12/30/1997,2120,Heavy Snow, , ,0,0,6000,0,NY,EST, ,2071122,Z,13,BUF,0,0, ,,,, , , , , , , , , ,,"A strong storm moved up the east coast of the U.S. and dropped  up to a foot and a half of snow across the Finger Lakes and easter Lake Ontario regions. The heavy snow downed power lines and trees east of Rochester. Numerous auto accidents, several with injuries, were a result of the snow. Strong winds combined with the snowfall to produce blowing and drifting snow resulting in significantly reduced visibilities.",106,,,,,,,,,,,,,,,,,,,,,,
5620426,CHAUTAUQUA (ZONE), ,12/31/1997,715,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2071121,Z,19,BUF,0,0, ,,,, , , , , , , , , ,,A cold west to northeast flow across the warm waters of Lakes Erie and Ontario produced lake effect snow squalls along parts of the southeast shores of the lakes. Snowfall amounts ranged from eight to ten inches during the 24-hour storm.,107,,,,,,,,,,,,,,,,,,,,,,
5620427,OSWEGO (ZONE), ,12/31/1997,807,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2071121,Z,6,BUF,0,0, ,,,, , , , , , , , , ,,A cold west to northeast flow across the warm waters of Lakes Erie and Ontario produced lake effect snow squalls along parts of the southeast shores of the lakes. Snowfall amounts ranged from eight to ten inches during the 24-hour storm.,108,,,,,,,,,,,,,,,,,,,,,,
5620428,NORTHERN CAYUGA (ZONE), ,12/31/1997,900,Heavy Snow, , ,0,0,6000,0,NY,EST, ,2071121,Z,5,BUF,0,0, ,,,, , , , , , , , , ,,A cold west to northeast flow across the warm waters of Lakes Erie and Ontario produced lake effect snow squalls along parts of the southeast shores of the lakes. Snowfall amounts ranged from eight to ten inches during the 24-hour storm.,109,,,,,,,,,,,,,,,,,,,,,,
5620429,WAYNE (ZONE), ,12/31/1997,1015,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2071121,Z,4,BUF,0,0, ,,,, , , , , , , , , ,,A cold west to northeast flow across the warm waters of Lakes Erie and Ontario produced lake effect snow squalls along parts of the southeast shores of the lakes. Snowfall amounts ranged from eight to ten inches during the 24-hour storm.,110,,,,,,,,,,,,,,,,,,,,,,
5626381,MONROE (ZONE), ,12/31/1997,1045,Heavy Snow, , ,0,0,6000,0,NY,EST, ,2071121,Z,3,BUF,0,0, ,,,, , , , , , , , , ,,A cold west to northeast flow across the warm waters of Lakes Erie and Ontario produced lake effect snow squalls along parts of the southeast shores of the lakes. Snowfall amounts ranged from eight to ten inches during the 24-hour storm.,111,,,,,,,,,,,,,,,,,,,,,,
5630206,NORTHERN ONEIDA (ZONE), ,1/13/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073066,Z,9,BGM,0,0, ,,,, , , , , , , , , ,"A band of lake effect snow developed late in the evening on the 13th.  As cold westerly winds persisted through the night and into the morning of the 14th, locally heavy accumulations occurred in a narrow slot from Florence southeastward to Stokes Hill and Holland Patent.  Holland Patent picked up 10.5 inches of snow during this period while Stokes Hill and Florence received 6 to 8 inches of fresh powder.",,112,,,,,,,,,,,,,,,,,,,,,,
5630207,SOUTHERN ONEIDA (ZONE), ,1/13/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073066,Z,37,BGM,0,0, ,,,, , , , , , , , , ,,,113,,,,,,,,,,,,,,,,,,,,,,
5627715,NIAGARA (ZONE), ,1/15/1998,1600,Heavy Snow, , ,0,0,6000,0,NY,EST, ,2072557,Z,1,BUF,0,0, ,,,, , , , , , , , , ,,"A weak frontal system stalled across the area and brought heavy snows to the northern sections of the region. The heaviest snow extended from Niagara and Orleans counties across Lake Ontario to Jefferson and Lewis counties. Six to eight inches of snow fell in the above mentioned areas with up to six inches in the Buffalo and Rochester metro areas. Amounts dropped off markedly to the south because of a mixture of snow, sleet and freezing rain.",114,,,,,,,,,,,,,,,,,,,,,,
5627716,JEFFERSON (ZONE), ,1/15/1998,1735,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2072557,Z,7,BUF,0,0, ,,,, , , , , , , , , ,,"A weak frontal system stalled across the area and brought heavy snows to the northern sections of the region. The heaviest snow extended from Niagara and Orleans counties across Lake Ontario to Jefferson and Lewis counties. Six to eight inches of snow fell in the above mentioned areas with up to six inches in the Buffalo and Rochester metro areas. Amounts dropped off markedly to the south because of a mixture of snow, sleet and freezing rain.",115,,,,,,,,,,,,,,,,,,,,,,
5627718,LEWIS (ZONE), ,1/15/1998,1830,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2072557,Z,8,BUF,0,0, ,,,, , , , , , , , , ,,"A weak frontal system stalled across the area and brought heavy snows to the northern sections of the region. The heaviest snow extended from Niagara and Orleans counties across Lake Ontario to Jefferson and Lewis counties. Six to eight inches of snow fell in the above mentioned areas with up to six inches in the Buffalo and Rochester metro areas. Amounts dropped off markedly to the south because of a mixture of snow, sleet and freezing rain.",116,,,,,,,,,,,,,,,,,,,,,,
5627717,ORLEANS (ZONE), ,1/15/1998,1830,Heavy Snow, , ,0,0,6000,0,NY,EST, ,2072557,Z,2,BUF,0,0, ,,,, , , , , , , , , ,,"A weak frontal system stalled across the area and brought heavy snows to the northern sections of the region. The heaviest snow extended from Niagara and Orleans counties across Lake Ontario to Jefferson and Lewis counties. Six to eight inches of snow fell in the above mentioned areas with up to six inches in the Buffalo and Rochester metro areas. Amounts dropped off markedly to the south because of a mixture of snow, sleet and freezing rain.",117,,,,,,,,,,,,,,,,,,,,,,
5630669,SOUTHERN ONEIDA (ZONE), ,1/15/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073067,Z,37,BGM,0,0, ,,,, , , , , , , , , ,,,118,,,,,,,,,,,,,,,,,,,,,,
5630672,NORTHERN ONEIDA (ZONE), ,1/15/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073067,Z,9,BGM,0,0, ,,,, , , , , , , , , ,"A storm system intensified as it moved northeastward from the Carolina coast on the evening of the 15th into the early morning hours of the 16th.  This system dumped a mixed bag of wintery precipitation over much of central New York.  
     Across Oneida county, precipitation fell almost entirely in the form of snow as cold air was deeper.  Several hours of heavy snow fell in this area.  By the time snow began to wind down early in the afternoon on the 16th, accumulations of 6 to 9 inches were common.",,119,,,,,,,,,,,,,,,,,,,,,,
5630676,NORTHERN ONEIDA (ZONE), ,1/23/1998,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073069,Z,9,BGM,0,0, ,,,, , , , , , , , , ,"A complex storm tracked northeastward from the lower Mississippi Valley on the evening of the 22nd to a position off the New England coast by late on the 23rd.  Significant Atlantic moisture wrapping into central New York produced a period of snow, sleet, and freezing rain.
     Heaviest accumulations of snow occurred over the higher terrain of Onondaga, Madison, and Oneida counties.  Snow fell at the rate of 1 to 2 inches per hour for a time during the mid and late morning hours of the 23rd in these areas.  Some final snowfall tallies included:  8.5 inches just outside of Rome in Oneida county, 7.5 inches in both Forestport and Boonville in Oneida county, and 6 inches in Marcellus in Onondaga county.",,120,,,,,,,,,,,,,,,,,,,,,,
5630679,ONONDAGA (ZONE), ,1/23/1998,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073069,Z,18,BGM,0,0, ,,,, , , , , , , , , ,,,121,,,,,,,,,,,,,,,,,,,,,,
5630678,SOUTHERN ONEIDA (ZONE), ,1/23/1998,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073069,Z,37,BGM,0,0, ,,,, , , , , , , , , ,,,122,,,,,,,,,,,,,,,,,,,,,,
5630677,MADISON (ZONE), ,1/23/1998,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073069,Z,36,BGM,0,0, ,,,, , , , , , , , , ,,,123,,,,,,,,,,,,,,,,,,,,,,
5630366,BROOME (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,56,BGM,0,0, ,,,, , , , , , , , , ,,,124,,,,,,,,,,,,,,,,,,,,,,
5630796,TOMPKINS (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,25,BGM,0,0, ,,,, , , , , , , , , ,,,125,,,,,,,,,,,,,,,,,,,,,,
5630795,TIOGA (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,55,BGM,0,0, ,,,, , , , , , , , , ,,,126,,,,,,,,,,,,,,,,,,,,,,
5630794,SULLIVAN (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,62,BGM,0,0, ,,,, , , , , , , , , ,,,127,,,,,,,,,,,,,,,,,,,,,,
5630793,NORTHERN ONEIDA (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,9,BGM,0,0, ,,,, , , , , , , , , ,"A powerful storm system moved from the Tennessee Valley to the Delmarva coast.  Once there, the storm intensified rapidly as it only gradually moved further offshore.  The combination of cold air in place, a deep easterly flow of Atlantic moisture, and intense upper level energy produced widespread heavy snow across central New York.
     Snow began falling just after midnight on the 24th.  It quickly became heavy as it persisted through the day, not tapering off until early in the morning on the 25th.   A relatively narrow band of very heavy snow set up during the morning of the 24th from sections of the Mohawk Valley southward across Chenango and eastern Broome counties.  By the time the storm wound down, snowfall tallies of 20 to 30 inches were common in this corridor.  The highest official total was 30 inches in Conklin Forks in southern Broome county.  Several reports of near 30 inch totals were also received from higher elevation sections of Chenango county.  The heavy wet nature of the snow also brought down numerous power lines that resulted in widespread outages.  In some more isolated locations, power was not restored for 3 to 4 days.
     Across much of the remainder of central New York, 10 to 20 inch amounts were common.  From valley sections of Sullivan county into southern Delaware county, somewhat lesser amounts of 4 to 12 inches were recorded.  Several hours of sleet and freezing rain mixed in across these locations, helping to keep snowfall accumulations down.  The higher elevations in this region saw amounts approaching a foot.  This included such places as Dale Mountain in Sullivan county and Stamford in Delaware county.",,128,,,,,,,,,,,,,,,,,,,,,,
5630376,SOUTHERN ONEIDA (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,37,BGM,0,0, ,,,, , , , , , , , , ,,,129,,,,,,,,,,,,,,,,,,,,,,
5630375,SOUTHERN CAYUGA (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,17,BGM,0,0, ,,,, , , , , , , , , ,,,130,,,,,,,,,,,,,,,,,,,,,,
5630374,SCHUYLER (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,23,BGM,0,0, ,,,, , , , , , , , , ,,,131,,,,,,,,,,,,,,,,,,,,,,
5630373,OTSEGO (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,46,BGM,0,0, ,,,, , , , , , , , , ,,,132,,,,,,,,,,,,,,,,,,,,,,
5630372,ONONDAGA (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,18,BGM,0,0, ,,,, , , , , , , , , ,,,133,,,,,,,,,,,,,,,,,,,,,,
5630371,MADISON (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,36,BGM,0,0, ,,,, , , , , , , , , ,,,134,,,,,,,,,,,,,,,,,,,,,,
5630370,DELAWARE (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,57,BGM,0,0, ,,,, , , , , , , , , ,,,135,,,,,,,,,,,,,,,,,,,,,,
5630369,CORTLAND (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,44,BGM,0,0, ,,,, , , , , , , , , ,,,136,,,,,,,,,,,,,,,,,,,,,,
5630368,CHENANGO (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,45,BGM,0,0, ,,,, , , , , , , , , ,,,137,,,,,,,,,,,,,,,,,,,,,,
5630367,CHEMUNG (ZONE), ,2/24/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073072,Z,24,BGM,0,0, ,,,, , , , , , , , , ,,,138,,,,,,,,,,,,,,,,,,,,,,
5631241,LEWIS (ZONE), ,2/24/1998,2110,Heavy Snow, , ,0,0,20000,0,NY,EST, ,2072715,Z,8,BUF,0,0, ,,,, , , , , , , , , ,,"A slow moving coastal storm off the New England coast brought heavy, wet snow to the eastern Lake Ontario region. Specific snow measurements included: in Oswego County 16 inches at West Monroe, 12 inches at Hastings, 10 inches at Redfield, and 8 to 12 inches at Oswego; in Lewis County 22 inches at Montague, 14 inches at Castorland; 12 inches in Highmarket and Lowville and 10 inches at Barnes Corners; and in Jefferson County 8 inches at Watertown.",139,,,,,,,,,,,,,,,,,,,,,,
5631240,JEFFERSON (ZONE), ,2/24/1998,2200,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2072715,Z,7,BUF,0,0, ,,,, , , , , , , , , ,,"A slow moving coastal storm off the New England coast brought heavy, wet snow to the eastern Lake Ontario region. Specific snow measurements included: in Oswego County 16 inches at West Monroe, 12 inches at Hastings, 10 inches at Redfield, and 8 to 12 inches at Oswego; in Lewis County 22 inches at Montague, 14 inches at Castorland; 12 inches in Highmarket and Lowville and 10 inches at Barnes Corners; and in Jefferson County 8 inches at Watertown.",140,,,,,,,,,,,,,,,,,,,,,,
5631242,OSWEGO (ZONE), ,2/24/1998,2300,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2072715,Z,6,BUF,0,0, ,,,, , , , , , , , , ,,"A slow moving coastal storm off the New England coast brought heavy, wet snow to the eastern Lake Ontario region. Specific snow measurements included: in Oswego County 16 inches at West Monroe, 12 inches at Hastings, 10 inches at Redfield, and 8 to 12 inches at Oswego; in Lewis County 22 inches at Montague, 14 inches at Castorland; 12 inches in Highmarket and Lowville and 10 inches at Barnes Corners; and in Jefferson County 8 inches at Watertown.",141,,,,,,,,,,,,,,,,,,,,,,
5630076,NORTHERN ONEIDA (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,9,BGM,0,0, ,,,, , , , , , , , , ,"An Alberta clipper type storm system moved eastward across Pennsylvania during the late evening of the 14th and early morning of the 15th.  A fairly narrow east to west band of moderate to heavy snow fell during this time frame from the northern Finger Lakes region eastward to the Mohawk Valley and northern sections of the Susquehanna region in central New York.  Once the low pressure system moved off the New Jersey coast, it began to slow down and throw Atlantic moisture back over sections of the Catskills, also producing a burst of snow across this region.  
     During daylight hours on the 15th and into the very early morning hours of the 16th, the combination of additional upper level energy and multi-band development off Lake Ontario produced several more inches of snow for many parts of central New York and locally heavy amounts in Oneida county.  
     The heaviest snowfall totals for this entire event were across northern Oneida county, where 8 to 12 inch accumulations were common by sunrise on the 15th.  Some specific totals included 11 inches in Westernville and Forestport, and 9 inches in Point Rock.  For many other parts of central New York, amounts averaged 5 to 8 inches.  Locke in southern Cayuga county and both Stamford and Fishs Eddy in Delaware county picked up about 8 inches of new snow.",,142,,,,,,,,,,,,,,,,,,,,,,
5630804,SOUTHERN ONEIDA (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,37,BGM,0,0, ,,,, , , , , , , , , ,,,143,,,,,,,,,,,,,,,,,,,,,,
5630803,MADISON (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,36,BGM,0,0, ,,,, , , , , , , , , ,,,144,,,,,,,,,,,,,,,,,,,,,,
5630802,ONONDAGA (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,18,BGM,0,0, ,,,, , , , , , , , , ,,,145,,,,,,,,,,,,,,,,,,,,,,
5630801,CHENANGO (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,45,BGM,0,0, ,,,, , , , , , , , , ,,,146,,,,,,,,,,,,,,,,,,,,,,
5630800,CORTLAND (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,44,BGM,0,0, ,,,, , , , , , , , , ,,,147,,,,,,,,,,,,,,,,,,,,,,
5630799,SOUTHERN CAYUGA (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,17,BGM,0,0, ,,,, , , , , , , , , ,,,148,,,,,,,,,,,,,,,,,,,,,,
5630798,SENECA (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,16,BGM,0,0, ,,,, , , , , , , , , ,,,149,,,,,,,,,,,,,,,,,,,,,,
5630797,YATES (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,15,BGM,0,0, ,,,, , , , , , , , , ,,,150,,,,,,,,,,,,,,,,,,,,,,
5630078,DELAWARE (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,57,BGM,0,0, ,,,, , , , , , , , , ,,,151,,,,,,,,,,,,,,,,,,,,,,
5630077,OTSEGO (ZONE), ,3/14/1998,100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073073,Z,46,BGM,0,0, ,,,, , , , , , , , , ,,,152,,,,,,,,,,,,,,,,,,,,,,
5635881,CATTARAUGUS (ZONE), ,3/14/1998,1733,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2073130,Z,20,BUF,0,0, ,,,, , , , , , , , , ,,"Cold air crossing the warmer waters of Lake Erie produced lake effect snow squalls. The heavy snow resulted in slick roadways and numerous accidents. One chain-reaction accident, involving over 30 cars, forced the closing of the Skyway in downtown Buffalo for about 90 minutes. Snowfall amounts included: 6 at the Buffalo Airport; 7"" in Jamestown; 8"" in Ellicottville; 10"" in Arcade and South Dayton; and 12"" in Perrysburg.""",153,,,,,,,,,,,,,,,,,,,,,,
5635882,CHAUTAUQUA (ZONE), ,3/14/1998,1750,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2073130,Z,19,BUF,0,0, ,,,, , , , , , , , , ,,"Cold air crossing the warmer waters of Lake Erie produced lake effect snow squalls. The heavy snow resulted in slick roadways and numerous accidents. One chain-reaction accident, involving over 30 cars, forced the closing of the Skyway in downtown Buffalo for about 90 minutes. Snowfall amounts included: 6 at the Buffalo Airport; 7"" in Jamestown; 8"" in Ellicottville; 10"" in Arcade and South Dayton; and 12"" in Perrysburg.""",154,,,,,,,,,,,,,,,,,,,,,,
5635883,WYOMING (ZONE), ,3/14/1998,2140,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2073130,Z,12,BUF,0,0, ,,,, , , , , , , , , ,,"Cold air crossing the warmer waters of Lake Erie produced lake effect snow squalls. The heavy snow resulted in slick roadways and numerous accidents. One chain-reaction accident, involving over 30 cars, forced the closing of the Skyway in downtown Buffalo for about 90 minutes. Snowfall amounts included: 6 at the Buffalo Airport; 7"" in Jamestown; 8"" in Ellicottville; 10"" in Arcade and South Dayton; and 12"" in Perrysburg.""",155,,,,,,,,,,,,,,,,,,,,,,
5635884,ERIE (ZONE), ,3/15/1998,200,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2073130,Z,10,BUF,0,0, ,,,, , , , , , , , , ,,"Cold air crossing the warmer waters of Lake Erie produced lake effect snow squalls. The heavy snow resulted in slick roadways and numerous accidents. One chain-reaction accident, involving over 30 cars, forced the closing of the Skyway in downtown Buffalo for about 90 minutes. Snowfall amounts included: 6 at the Buffalo Airport; 7"" in Jamestown; 8"" in Ellicottville; 10"" in Arcade and South Dayton; and 12"" in Perrysburg.""",156,,,,,,,,,,,,,,,,,,,,,,
5630079,BROOME (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,56,BGM,0,0, ,,,, , , , , , , , , ,,,157,,,,,,,,,,,,,,,,,,,,,,
5630082,CORTLAND (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,44,BGM,0,0, ,,,, , , , , , , , , ,,,158,,,,,,,,,,,,,,,,,,,,,,
5630081,CHENANGO (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,45,BGM,0,0, ,,,, , , , , , , , , ,,,159,,,,,,,,,,,,,,,,,,,,,,
5630084,MADISON (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,36,BGM,0,0, ,,,, , , , , , , , , ,,,160,,,,,,,,,,,,,,,,,,,,,,
5630083,DELAWARE (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,57,BGM,0,0, ,,,, , , , , , , , , ,,,161,,,,,,,,,,,,,,,,,,,,,,
5630529,YATES (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,15,BGM,0,0, ,,,, , , , , , , , , ,,,162,,,,,,,,,,,,,,,,,,,,,,
5630528,TOMPKINS (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,25,BGM,0,0, ,,,, , , , , , , , , ,,,163,,,,,,,,,,,,,,,,,,,,,,
5630527,TIOGA (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,55,BGM,0,0, ,,,, , , , , , , , , ,,,164,,,,,,,,,,,,,,,,,,,,,,
5630526,SULLIVAN (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,62,BGM,0,0, ,,,, , , , , , , , , ,,,165,,,,,,,,,,,,,,,,,,,,,,
5630525,STEUBEN (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,22,BGM,0,0, ,,,, , , , , , , , , ,,,166,,,,,,,,,,,,,,,,,,,,,,
5630524,SOUTHERN ONEIDA (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,37,BGM,0,0, ,,,, , , , , , , , , ,,,167,,,,,,,,,,,,,,,,,,,,,,
5630523,SOUTHERN CAYUGA (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,17,BGM,0,0, ,,,, , , , , , , , , ,,,168,,,,,,,,,,,,,,,,,,,,,,
5630522,SENECA (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,16,BGM,0,0, ,,,, , , , , , , , , ,,,169,,,,,,,,,,,,,,,,,,,,,,
5630521,SCHUYLER (ZONE), ,3/20/1998,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,2073074,Z,23,BGM,0,0, ,,,, , , , , , , , , ,,,170,,,,,,,,,,,,,,,,,,,,,,
