EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,
5496345,MADERA CO.,MADERA MUNI ARPT,3/3/2006,1345,Heavy Rain, , ,0,0,0,0,CA,PST, ,1206559,C,39,HNX,0,0,NEWSPAPER, , , , , , , ,MADERA MUNI ARPT, , , , ,,"Strong northwest wind associated with a vigorous cold frontal passage led to damage on 15 units in a Selma mobile home park with trees and power poles downed around the Fresno County area in the early morning hours of the 3rd. In Visalia a large oak tree was felled in the north side of town by the strong wind. Rainfall that occurred with this cold front was intense. Madera reported street flooding in the downtown area with 1.56 received from the day's rain. On the west side of the San Joaquin Valley Coalinga in Fresno County reported 0.68"" of rain with the system.""",57,,
5501922,MADERA CO.,COUNTYWIDE,4/2/2006,1500,Heavy Rain, , ,0,0,0,16600000,CA,PST, ,1208888,C,39,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE, , , , ,,"Interior Central California came under an inclement weather period where rain fell daily for the first 5 days of the month. Rainfall accumulations were quite substantial and combined with already saturated soils led to extensive urban and rural ponding as well as several cases of local flooding due to high water in small streams, canals, and creeks. Within the first 5 days of the month, Bald Mountain received over 14 inches of rain in the Madera County portion of the S.Sierra Nevada, Nature Point in Fresno County received over 10",58,,
5501927,MARIPOSA CO.,COUNTYWIDE,4/2/2006,1800,Heavy Rain, , ,0,0,0,0,CA,PST, ,1208888,C,43,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE, , , , ,,"Interior Central California came under an inclement weather period where rain fell daily for the first 5 days of the month. Rainfall accumulations were quite substantial and combined with already saturated soils led to extensive urban and rural ponding as well as several cases of local flooding due to high water in small streams, canals, and creeks. Within the first 5 days of the month, Bald Mountain received over 14 inches of rain in the Madera County portion of the S.Sierra Nevada, Nature Point in Fresno County received over 10",59,,
5501996,MADERA CO.,COARSEGOLD,4/14/2006,1700,Heavy Rain, , ,0,0,0,0,CA,PST, ,1208896,C,39,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,COARSEGOLD, , , , ,,"Heavy rain (up to 1.5 in a couple of hours) associated with thunderstorms in the Fresno County and Madera County portions of the S.Sierra Nevada Foothills resulted in high stream flows throughout the area. A mudslide in the Shaver Lake area occurred late in the afternoon on the 14th from the rainfall.""",60,,
5509836,MARIPOSA CO.,YOSEMITE VLG,5/21/2006,1400,Heavy Rain, , ,0,0,0,0,CA,PST, ,1210649,C,43,HNX,0,0,OFFICIAL NWS OBS., , , , , , , ,YOSEMITE VLG, , , , ,,Heavy rain through high elevations onto saturated soils from the Spring snowmelt in the Southern Sierra Nevada led to a dramatic spike in the Merced River height in Yosemite Valley late on the 21st through the morning of the 22nd. In the S.Sierra Nevada Cedar Grove reported 1.29 of rain,61,,
5509834,MADERA CO.,CHOWCHILLA,5/21/2006,1500,Heavy Rain, , ,0,0,0,0,CA,PST, ,1210648,C,39,HNX,0,0,TRAINED SPOTTER, , , , , , , ,CHOWCHILLA, , , , ,,"As the transition from near record high temperatures, a vigorous frontal passage swept over Interior Central California from the southwest starting at mid-afternoon of the 21st bringing substantial cooling and rainfall. Through the course of the afternoon heavy rain generated north-to-south along an eastward moving rain band. Much of the heavy rain fell in less than a couple of hours. Avenal in Western Kings County had 1 of rain in about an hour. Other reports of rainfall on the Central and northern portion of the Southern San Joaquin Valley included 1.59"" at Spanish Lake near Coalinga",62,,
109451,MADERA CO.,OAKHURST,5/27/2008,1420,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,18651,C,39,HNX,0,0,Mesonet, , , ,1,E,1,E,OAKHURST,37.33,-119.65,37.33,-119.65,"Heavy rain fell near Oakhurst, causing minor flooding. A Madera County Sheriff station reported significant standing water on local roads near Oakhurst, but no flowing water. The Oakhurst (DW0273) station reported 0.57 inches of rain in less than 1 hour.","A cold, unstable airmass settled into central California on May 22nd, bringing showers to the Southern Sierra Nevada and Tehachapi Mountains, with measurable snow falling below 5000 feet in the Tehachapis, and down to 6500 feet in the Southern Sierra Nevada. During the morning of the 23rd, showers drifted north from the Tehachapi Mountains into the south end of the San Joaquin Valley. By midday, these showers had moved as far north as Bakersfield, where a record-breaking 0.08 inch of rain fell at Meadows Field. This was the first measurable rain to fall in Bakersfield since February 24th, ending an 87-day period without measurable rain. The next day, Fresno recorded its first measurable rain since March 15, ending a 69-day period with no measurable rain. The storm brought the only measurable rains for the month to Bakersfield (storm total: 0.08 inch) and Fresno (0.30 inch). The rain did keep Bakersfield from solely having the driest March-May period on record; the 0.08 inch for the period tied March-May 1992 for the driest ���spring.���||Heavy rain also occurred at Oakhurst in Madera County, where brief heavy rain caused minor flooding of local streets and ditches.",63,,
185357,MARIPOSA CO.,YOSEMITE VLG,6/13/2009,1430,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,31552,C,43,HNX,0,1,Newspaper, , , ,1,WSW,1,WSW,YOSEMITE VLG,37.74,-119.6,37.74,-119.6,"A young man fell to his death (indirect fatality) while climbing Half Dome in Yosemite National Park. A thunderstorm was in the area at the time of the incident with brief periods of heavy rain. Hail was reported by park rangers on Half Dome and surfaces were reported to be slick and dangerous, with many hikers in the vicinity.","Unsettled weather remained across inland Central California through much of early and mid June due to upper level low pressure and pulses of energy in the upper atmosphere. Scattered thunderstorms were common during this time period over the Southern Sierra Nevada. Daytime temperatures were typically 10-20 degrees cooler than normal for many locations.||A hiker on Half Dome in Yosemite National Park was killed when he fell while climbing. Conditions at the time were stormy with brief bursts of heavy rain...lightning and hail. ||A wildfire was ignited on June 17th at 1232 PST by lightning. The Shotgun wildfire was located 25 miles northeast of Porterville in Tulare County. The size was 900 acres and containment was 50% on July 10th. The cost for containment was $40,000.",64,,
200643,MARIPOSA CO.,NORTH WAWONA,10/12/2009,2136,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,34773,C,43,HNX,0,0,Mesonet, , , ,1,E,1,E,NORTH WAWONA,37.55,-119.64,37.55,-119.64,The RAWS weather station at Wawona measured 7.84 inches 24 hour rainfall.,"A deep low pressure trough tapped into quite a bit of moisture from the remnants of Super-Typhoon Melor, bringing as much as around 2 inches of rain to the central and southern San Joaquin Valley on the 13th-14th. Much higher amounts fell in the Southern Sierra Nevada. Dinkey Creek received the most precipitation from this storm, with a storm total was just over 13 inches (about 9 inches of this fell in 12 hours on the 13th). Wishon Dam recorded a storm total of around 10 inches by the 14th. At the onset of this storm during the morning of Oct 13th, quite a bit of snow fell over the crest of the Sierra Nevada. Once the precipitation began in earnest by the afternoon of the 13th, snow levels actually rose to over 10,000 feet, so most precipitation was falling as rain by the end of the event on the 14th. Rock and mud slides were reported on Highway 198 in Sequoia National Park. A Flash Flood Warning was issued for the Dinkey Creek area due to the very heavy rain. A hydrograph showed a sharp rise in the stream flow due to rainwater runoff, indicative of a flash flood event in the creek which normally does not reach such high levels.||In addition to the near-record (and in a few locations, record) rainfall, the storm brought high wind gusts that toppled trees, downed utility lines, and created areas of blowing dust with near-zero visibility. Wind gusts to 58 mph were recorded at both Castle Airport near Atwater (in Merced County) and Crane Flat in Yosemite National Park. Gusts to 60 mph developed at the south end of the San Joaquin Valley near the base of the Grapevine, and 77-mph gusts occurred over the Temblors in western Kern County. High winds in the Buttonwillow area caused a chain-reaction vehicle pileup on Interstate 5 around 515 pm on October 13th, where 3 people were killed in traffic collisions. The California Highway Patrol reported several areas of wind damage to trees and powerlines in the Merced area on the 13th. ||On the 15th another high pressure ridge began to build over the area with light surface winds. The lower levels of the atmosphere had abundant moisture as a result of the recent rain, with high dewpoints for at least the next three mornings. Patchy dense fog developed over the southwestern portions of the San Joaquin Valley on the morning of the 15th, with more widespread dense fog, with visibilities below a quarter of a mile, throughout much of the valley on the mornings of the 16th and 17th.",65,,
200641,MARIPOSA CO.,FISH CAMP,10/12/2009,2136,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,34773,C,43,HNX,0,0,Mesonet, , , ,2,NNE,2,NNE,FISH CAMP,37.51,-119.61,37.51,-119.61,The RAWS weather station at Mariposa Grove measured 7.54 inches 24 hour rainfall.,"A deep low pressure trough tapped into quite a bit of moisture from the remnants of Super-Typhoon Melor, bringing as much as around 2 inches of rain to the central and southern San Joaquin Valley on the 13th-14th. Much higher amounts fell in the Southern Sierra Nevada. Dinkey Creek received the most precipitation from this storm, with a storm total was just over 13 inches (about 9 inches of this fell in 12 hours on the 13th). Wishon Dam recorded a storm total of around 10 inches by the 14th. At the onset of this storm during the morning of Oct 13th, quite a bit of snow fell over the crest of the Sierra Nevada. Once the precipitation began in earnest by the afternoon of the 13th, snow levels actually rose to over 10,000 feet, so most precipitation was falling as rain by the end of the event on the 14th. Rock and mud slides were reported on Highway 198 in Sequoia National Park. A Flash Flood Warning was issued for the Dinkey Creek area due to the very heavy rain. A hydrograph showed a sharp rise in the stream flow due to rainwater runoff, indicative of a flash flood event in the creek which normally does not reach such high levels.||In addition to the near-record (and in a few locations, record) rainfall, the storm brought high wind gusts that toppled trees, downed utility lines, and created areas of blowing dust with near-zero visibility. Wind gusts to 58 mph were recorded at both Castle Airport near Atwater (in Merced County) and Crane Flat in Yosemite National Park. Gusts to 60 mph developed at the south end of the San Joaquin Valley near the base of the Grapevine, and 77-mph gusts occurred over the Temblors in western Kern County. High winds in the Buttonwillow area caused a chain-reaction vehicle pileup on Interstate 5 around 515 pm on October 13th, where 3 people were killed in traffic collisions. The California Highway Patrol reported several areas of wind damage to trees and powerlines in the Merced area on the 13th. ||On the 15th another high pressure ridge began to build over the area with light surface winds. The lower levels of the atmosphere had abundant moisture as a result of the recent rain, with high dewpoints for at least the next three mornings. Patchy dense fog developed over the southwestern portions of the San Joaquin Valley on the morning of the 15th, with more widespread dense fog, with visibilities below a quarter of a mile, throughout much of the valley on the mornings of the 16th and 17th.",66,,
200640,MADERA CO.,NORTH FORK,10/12/2009,2136,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,34773,C,39,HNX,0,0,Mesonet, , , ,1,E,1,E,NORTH FORK,37.23,-119.51,37.23,-119.51,North Fork RAWS station measured 5.32 inches 24 hour rainfall.,"A deep low pressure trough tapped into quite a bit of moisture from the remnants of Super-Typhoon Melor, bringing as much as around 2 inches of rain to the central and southern San Joaquin Valley on the 13th-14th. Much higher amounts fell in the Southern Sierra Nevada. Dinkey Creek received the most precipitation from this storm, with a storm total was just over 13 inches (about 9 inches of this fell in 12 hours on the 13th). Wishon Dam recorded a storm total of around 10 inches by the 14th. At the onset of this storm during the morning of Oct 13th, quite a bit of snow fell over the crest of the Sierra Nevada. Once the precipitation began in earnest by the afternoon of the 13th, snow levels actually rose to over 10,000 feet, so most precipitation was falling as rain by the end of the event on the 14th. Rock and mud slides were reported on Highway 198 in Sequoia National Park. A Flash Flood Warning was issued for the Dinkey Creek area due to the very heavy rain. A hydrograph showed a sharp rise in the stream flow due to rainwater runoff, indicative of a flash flood event in the creek which normally does not reach such high levels.||In addition to the near-record (and in a few locations, record) rainfall, the storm brought high wind gusts that toppled trees, downed utility lines, and created areas of blowing dust with near-zero visibility. Wind gusts to 58 mph were recorded at both Castle Airport near Atwater (in Merced County) and Crane Flat in Yosemite National Park. Gusts to 60 mph developed at the south end of the San Joaquin Valley near the base of the Grapevine, and 77-mph gusts occurred over the Temblors in western Kern County. High winds in the Buttonwillow area caused a chain-reaction vehicle pileup on Interstate 5 around 515 pm on October 13th, where 3 people were killed in traffic collisions. The California Highway Patrol reported several areas of wind damage to trees and powerlines in the Merced area on the 13th. ||On the 15th another high pressure ridge began to build over the area with light surface winds. The lower levels of the atmosphere had abundant moisture as a result of the recent rain, with high dewpoints for at least the next three mornings. Patchy dense fog developed over the southwestern portions of the San Joaquin Valley on the morning of the 15th, with more widespread dense fog, with visibilities below a quarter of a mile, throughout much of the valley on the mornings of the 16th and 17th.",67,,
200644,MADERA CO.,THE PINES,10/12/2009,2136,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,34773,C,39,HNX,0,0,Mesonet, , , ,1,E,1,E,THE PINES,37.32,-119.56,37.32,-119.56,The RAWS weather station at Bass Lake measured 6.16 inches 24 hour rainfall.,"A deep low pressure trough tapped into quite a bit of moisture from the remnants of Super-Typhoon Melor, bringing as much as around 2 inches of rain to the central and southern San Joaquin Valley on the 13th-14th. Much higher amounts fell in the Southern Sierra Nevada. Dinkey Creek received the most precipitation from this storm, with a storm total was just over 13 inches (about 9 inches of this fell in 12 hours on the 13th). Wishon Dam recorded a storm total of around 10 inches by the 14th. At the onset of this storm during the morning of Oct 13th, quite a bit of snow fell over the crest of the Sierra Nevada. Once the precipitation began in earnest by the afternoon of the 13th, snow levels actually rose to over 10,000 feet, so most precipitation was falling as rain by the end of the event on the 14th. Rock and mud slides were reported on Highway 198 in Sequoia National Park. A Flash Flood Warning was issued for the Dinkey Creek area due to the very heavy rain. A hydrograph showed a sharp rise in the stream flow due to rainwater runoff, indicative of a flash flood event in the creek which normally does not reach such high levels.||In addition to the near-record (and in a few locations, record) rainfall, the storm brought high wind gusts that toppled trees, downed utility lines, and created areas of blowing dust with near-zero visibility. Wind gusts to 58 mph were recorded at both Castle Airport near Atwater (in Merced County) and Crane Flat in Yosemite National Park. Gusts to 60 mph developed at the south end of the San Joaquin Valley near the base of the Grapevine, and 77-mph gusts occurred over the Temblors in western Kern County. High winds in the Buttonwillow area caused a chain-reaction vehicle pileup on Interstate 5 around 515 pm on October 13th, where 3 people were killed in traffic collisions. The California Highway Patrol reported several areas of wind damage to trees and powerlines in the Merced area on the 13th. ||On the 15th another high pressure ridge began to build over the area with light surface winds. The lower levels of the atmosphere had abundant moisture as a result of the recent rain, with high dewpoints for at least the next three mornings. Patchy dense fog developed over the southwestern portions of the San Joaquin Valley on the morning of the 15th, with more widespread dense fog, with visibilities below a quarter of a mile, throughout much of the valley on the mornings of the 16th and 17th.",68,,
200646,MADERA CO.,AHWAHNEE,10/14/2009,627,Heavy Rain, , ,0,0,1000,0,CA,PST-8, ,34773,C,39,HNX,0,0,Law Enforcement, , , ,1,SSW,1,SSW,AHWAHNEE,37.35,-119.74,37.35,-119.74,"The California Highway Patrol reported rocks in the road at Blind Curve on Road 600 near Apache, just north of the town of Three Rivers. This was caused by heavy rain estimated at 5-7 inches in the area.","A deep low pressure trough tapped into quite a bit of moisture from the remnants of Super-Typhoon Melor, bringing as much as around 2 inches of rain to the central and southern San Joaquin Valley on the 13th-14th. Much higher amounts fell in the Southern Sierra Nevada. Dinkey Creek received the most precipitation from this storm, with a storm total was just over 13 inches (about 9 inches of this fell in 12 hours on the 13th). Wishon Dam recorded a storm total of around 10 inches by the 14th. At the onset of this storm during the morning of Oct 13th, quite a bit of snow fell over the crest of the Sierra Nevada. Once the precipitation began in earnest by the afternoon of the 13th, snow levels actually rose to over 10,000 feet, so most precipitation was falling as rain by the end of the event on the 14th. Rock and mud slides were reported on Highway 198 in Sequoia National Park. A Flash Flood Warning was issued for the Dinkey Creek area due to the very heavy rain. A hydrograph showed a sharp rise in the stream flow due to rainwater runoff, indicative of a flash flood event in the creek which normally does not reach such high levels.||In addition to the near-record (and in a few locations, record) rainfall, the storm brought high wind gusts that toppled trees, downed utility lines, and created areas of blowing dust with near-zero visibility. Wind gusts to 58 mph were recorded at both Castle Airport near Atwater (in Merced County) and Crane Flat in Yosemite National Park. Gusts to 60 mph developed at the south end of the San Joaquin Valley near the base of the Grapevine, and 77-mph gusts occurred over the Temblors in western Kern County. High winds in the Buttonwillow area caused a chain-reaction vehicle pileup on Interstate 5 around 515 pm on October 13th, where 3 people were killed in traffic collisions. The California Highway Patrol reported several areas of wind damage to trees and powerlines in the Merced area on the 13th. ||On the 15th another high pressure ridge began to build over the area with light surface winds. The lower levels of the atmosphere had abundant moisture as a result of the recent rain, with high dewpoints for at least the next three mornings. Patchy dense fog developed over the southwestern portions of the San Joaquin Valley on the morning of the 15th, with more widespread dense fog, with visibilities below a quarter of a mile, throughout much of the valley on the mornings of the 16th and 17th.",69,,
218435,MARIPOSA CO.,USONA,2/26/2010,826,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,37516,C,43,HNX,0,0,Trained Spotter, , , ,2,NNE,2,NNE,USONA,37.48,-119.82,37.48,-119.82,Rainfall total from previous 24 hours was 2.74 inches in Mariposa.,"The last storm of the month moved into western Merced County during the afternoon of February 26th, and brought record rain to Fresno that evening. 0.76 inch of rain was measured at Fresno-Yosemite International Airport, breaking the old record for the 26th of 0.60 inch, set in 1930. The next day, Bakersfield broke its rainfall record with 0.51 inch; 0.46 inch having fallen through 10 AM. The old record for the 27th at Meadows Field was 0.29 inch, set in 1996. In the Southern Sierra Nevada, heavy snow fell above the 6000-foot level, with storm totals of 1-2 feet being reported.||Convection developed over northwestern Kern County by midday on February 27th. Two thunderstorms merged, and the resulting cell tracked across northern Kern County. The storm dropped small hail (pea-size to �� inch) on roads near Wasco, creating very slippery road surfaces. A funnel cloud also was observed extending from the base of this storm.||The storm moved east of interior central California on the 28th as an upper-level ridge built off the coast. Despite more stable conditions, San Joaquin Valley fog development as kept to a minimum by low clouds that blanketed much of the Valley through the day.",70,,
222860,MARIPOSA CO.,ELLIOTT CORNER,3/13/2010,933,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,38393,C,43,HNX,0,0,Trained Spotter, , , ,1,NE,1,NE,ELLIOTT CORNER,37.48,-119.76,37.48,-119.76,Twenty four hour total at Ponderosa Basin was 1.5 inches.,"The break between mid-month storms was short-lived as the next storm already was dropping out of the Aleutian Islands. This storm brought 7-13 inches of new snow to the Southern Sierra Nevada high country on March 12th-13th, up to 1.5 inches of rain to the Sierra at and below 5000 feet, wind gusts to 50 mph to the west side of the San Joaquin Valley, and gusts up to 70 mph in the Kern County Mountains and deserts.",71,,
222861,MARIPOSA CO.,FISH CAMP,3/13/2010,1627,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,38393,C,43,HNX,0,0,Trained Spotter, , , ,1,W,1,W,FISH CAMP,37.48,-119.64,37.48,-119.64,Thirty six hour storm total rainfall was 1.60 inches.,"The break between mid-month storms was short-lived as the next storm already was dropping out of the Aleutian Islands. This storm brought 7-13 inches of new snow to the Southern Sierra Nevada high country on March 12th-13th, up to 1.5 inches of rain to the Sierra at and below 5000 feet, wind gusts to 50 mph to the west side of the San Joaquin Valley, and gusts up to 70 mph in the Kern County Mountains and deserts.",72,,
222870,MADERA CO.,PONDEROSA ACRES,3/31/2010,1248,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,38395,C,39,HNX,0,0,Mesonet, , , ,1,N,1,N,PONDEROSA ACRES,37.38,-119.62,37.38,-119.62,Twenty four hour rainfall total was 0.86 inches.,"March ended with a late-season storm moving through interior central California. Ahead of the storm, temperatures warmed to several degrees above normal, and Fresno finally hit 80 on March 28th, the first time this year. The storm moved into northern California on the 29th, and slowly sagged southward on the 30th. A weak pre-frontal boundary did move south over the central San Joaquin Valley during the afternoon and evening of the 29th, triggering brief gusts to 25-30 mph.||Light rain and mountain snow spread into the northern part of the region during the morning of March 30th, but the main energy of the storm did not arrive until the next day. Rainfall amounts in the central and southern San Joaquin Valley generally were less than two tenths of an inch. However, there were reports of hail up to a half-inch in diameter as weak thunderstorms moved over the east side and south end of the San Joaquin Valley, and a funnel cloud was photographed northeast of the city of Fresno. Two-day snow totals of up to 21 inches were reported in the high country of the Southern Sierra Nevada. In the Kern County Mountains, gusts to 75 mph were measured, while gusts over 50 mph were observed in the Kern County deserts.||Despite a wet start to March���which saw Fresno receive 0.62 inch of rain in 3 days (March 2nd-4th)���rainfall tapered off sharply for the remainder of the month. Fresno had a monthly total of 0.96 inch, only 43.6 percent of the normal for March of 2.20 inches. Bakersfield fared even worse, with a total of only 0.25 inch for March. This was a mere 17.7 percent of the monthly normal of 1.41 inch. Even so, the rain season through March 31st was almost exactly normal for both cities (100.2 percent for Bakersfield; 101.1 percent for Fresno), due to above normal rainfalls during December through February (except near normal for Fresno in January).",73,,
266243,MARIN CO.,LARKSPUR,10/24/2010,1100,Heavy Rain, , ,0,0,15000,0,CA,PST-8, ,45887,C,41,MTR,0,0,Newspaper, , , ,1,SE,1,SE,LARKSPUR,37.9225,-122.5234,37.924,-122.5217,Heavy rain led to a small mudslide behind a house on Oakdale Avenue near Sausalito Street in Corte Madera.,The first significant storm of the season brought strong winds and heavy rain to the San Francisco Bay Area. A low pressure trough from the Gulf of Alaska dropped far enough south to drench the region causing trees to fall and minor flooding.,74,,
275754,MARIN CO.,SAN ANSELMO,12/19/2010,630,Heavy Rain, , ,0,0,25000,0,CA,PST-8, ,47344,C,41,MTR,0,0,Newspaper, , , ,1,ESE,1,ESE,SAN ANSELMO,37.977,-122.5522,37.9769,-122.5512,Heavy rain caused a minor slide in San Anselmo that resulted in a grove of Eucalyptus trees becoming unstable behind a business on Red Hill Avenue. At least one tree fell over and damaged the business's building.,"A major storm moved across northern and central California producing heavy rain and strong wind. Numerous power outages, trees blown down, localized flooding and minor debris flows occurred during this storm. Throughout the weekend about 3,200 customers lost power.",75,,
430362,MARIPOSA CO.,DARRAH,3/17/2012,715,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,62569,C,43,HNX,0,0,COOP Observer, , , ,2,SE,2,SE,DARRAH,37.5,-119.8,37.5,-119.8,A Co op observer reported overnight rainfall total of 3.15 inches.,"High pressure ridging became the dominant weather feature during March 8th-10th and brought warm, dry conditions to the area; temperatures were at least several degrees above the seasonal average during much of this period.||The ridge somewhat weakened on March 11th through the 13th, as temperatures cooled down closer to seasonal averages. However, high pressure rebounded once again on March 14th and 15th, and temperatures returned to several degrees above average. This pattern basically remained dry and was similar to what occurred during much of the previous week in terms of temperatures.||On the 16th, an upper-level trough brought abundant moisture to the northern part of interior central California during the evening. By the 17th, the upper-level low was located along the central California coast and brought much convective activity to the area. Most of the rain fell during the morning hours on the 17th.||The ���Saint Patrick���s weekend��� storm will be remembered for not only record-smashing rain, but also for a tornado that hit western Fresno County. The rain began during the evening of March 16th, and by daybreak the next morning the California Highway Patrol was reporting flooding in the south end of the San Joaquin Valley. As the cold front move through the Fresno-Clovis area around 2:30 AM, a burst of strong winds���later estimated at 55-60 mph���toppled trees and caused some structural damage.||Over two feet of snow had fallen at Tuolumne Meadows by 8:45 AM, and mud and debris flows were reported in the Southern Sierra Nevada foothills. Less than 45 minutes later, winds gusted to 72 mph at Indian Wells Canyon near the south end of the Sierra Nevada.||By midday, both Bakersfield and Fresno had surpassed their rainfall records for March 17th. Hail fell on parts of Kerman, Visalia and Tulare. Winds gusted to 55 mph at Sunflower Valley in northwestern Kern County, and to 40 mph at Buttonwillow.||At 3:30 PM, a tornado was photographed on the ground near Mountain View Road and State Route 33, west southwest of the town of Tranquility in western Fresno County. This tornado touched down in an open field, and fortunately caused no injuries or damage. This was the 85th tornado since 1950 for the seven counties of the central California interior, and the first since February 27, 2010, when a tornado touched down in southwestern Kern County.||The CHP reported a rock slide on Highway 140 at Highway 49 in Mariposa County at 11:10 AM on the 17th. ||By the time the storm had ended on March 18th, nearly 2.78 inches of rain had fallen at the Madera Municipal Airport, while Fresno had 1.78 inch and Bakersfield had 0.96 inch of rain. In the higher elevations of the Southern Sierra Nevada, new snow totals were up to 43 inches.||Most of the cold air behind the upper-level low arrived by the 18th. More convection developed over the San Joaquin Valley and nearby foothills. Numerous reports of pea-sized hail with about one inch of ground cover were received throughout the valley and caused some damage to crops, especially those with blossoms. High temperatures in the central and southern San Joaquin Valley on March 18th were mostly in the 50s, well below the normals of md to upper 60s.||Eight inches of snow fell at Camp Nelson, with the heavy snow knocking down trees and causing power outages. In addition, snow levels fell below 2,000 feet in the Sierra Nevada foothills, especially in heavier showers. On the evening of the 18th, the storm system began to exit the region.||The 19th was a transitional day while an upper level ridge moved toward the central coast and kept interior central California underneath a cool north-northwest flow aloft.|By the 20th, high pressure began to strengthen and allowed temperatures to recover; they rose to a few degrees above seasonal averages by the 21st. This pattern continued for the next couple of days until another low pressure system arrived on the 24th.",76,,
420006,MARIN CO.,FAIRFAX,11/17/2012,0,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,69991,C,41,MTR,0,0,Newspaper, , , ,1,NNE,1,NNE,FAIRFAX,37.9892,-122.5767,37.9892,-122.5767,"Heavy rain led to two small sewage spills into creeks in the Ross Valley. More than 3,000 gallons spilled into the Sleepy Hollow Creek near Willow Way in San Anselmo. 1,000 gallons of sewage spilled into Fairfax Creek on Steven Court in Fairfax.",One of the first winter storms of the season brought moderate rainfall amounts to the area on November 17. Only minor impacts were reported.,77,,
420232,MARIPOSA CO.,NORTH WAWONA,11/30/2012,1151,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,70017,C,43,HNX,0,0,Mesonet, , , ,1,ESE,1,ESE,NORTH WAWONA,37.54,-119.63,37.54,-119.63,Twenty four hour rainfall total at Wawona was 3.06 inches.,"The stable weather pattern continued through November 27th. The first in a series of east-Pacific storms approached the northern part of the central California interior that evening. These storms tapped into a long fetch of subtropical moisture, with resulting high snow levels through the first day of December.||While the first storm brought between a tenth and a quarter inch of rain to much of the central and southern San Joaquin Valley���north of Bakersfield���it was the second storm that brought significant rainfall to the central California interior. Fresno had a record rainfall on November 30th of 0.62 inch; the old record was 0.50 inch, set in 1982. In the Southern Sierra Nevada, new snowfall amounts ranged from 8 to 18 inches above the 9,000 foot level. The Sierra foothills saw heavy rain, with amounts around 4 inches in some spots.  As a result of the heavy rainfall, some rock and mud slides occurred as the heavy rains weakened the soil.  There were also several reports of flooded roads in Merced, Mariposa, Madera, and Fresno Counties. ||Bakersfield and the far south end of the San Joaquin Valley remain rain shadowed. Meadows Field recorded only 0.02 inch of rain from each of the first two storm, as the storm track stayed mainly north of Kern County.||The combination of clouds and the warm subtropical airmass also kept low temperatures unseasonably warm. Both Bakersfield and Fresno set record high minimum temperatures on the last day of the month. Both cities had above-normal average temperatures, an Fresno had its sixth warmest November on record. This was also the fourth consecutive month that Fresno ranked in the top 10 warmest months. August and September 2012 were the warmest months, respectively, on record, and October 2012 was the eighth warmest October on record. Temperature records for Fresno began on August 16th, 1887.",78,,
